duration,input.bin,input.doc_len,input.document_id,input.document_title,input.index,input.query_id,input.topic_description,input.topic_query,job,output.relevant_snippets,output.relevant_snippets.annotations,output.relevant_snippets.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,max_relevance_score,none_score,nist_rel,nist_rel_binary,crowd_rel_binary,crowd_rel_ternary
132.4285714286,1,262,1678182,AUTOS ON MONDAY/Books; Dreaming of Cars in Armchair Comfort,6500,397,Identify documents that discuss the reasons for automobile recalls.,automobile recalls,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's6': 2, 's5': 2, 's4': 2, 's3': 1, 's1': 1})",12,6,7,0.6860018733,"Counter({'none': 0.8561878891766872, 's6': 0.12038309598285978, 's4': 0.12038309598285978, 's5': 0.09175378757431686, 's3': 0.06832477273386409, 's1': 0.06832477273386409})",0.3371271013,"Counter({'none': 0.5714285714285714, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.14285714285714285, 's1': 0.14285714285714285})",0.120383096,0.8561878892,0,0,0,0
51.5714285714,1,412,1679052,Shopping | Tomato Time,9269,614,"Find information about the first genetically modified food product to go on the market, Flavr Savr (also Flavor Saver) Tomato developed by Calgene.",Flavr Savr tomato,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's3': 1, 's2': 1, 's1': 1, 's7': 1, 's6': 1, 's5': 1, 's4': 1})",13,8,7,0.8595232686,"Counter({'none': 0.937913131696086, 's3': 0.062086868303913974, 's2': 0.062086868303913974, 's1': 0.062086868303913974, 's7': 0.062086868303913974, 's6': 0.062086868303913974, 's5': 0.062086868303913974, 's4': 0.062086868303913974})",0.7142857143,"Counter({'none': 0.8571428571428571, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0620868683,0.9379131317,0,0,0,0
101,1,286,1680132,A First Step on African Aid,6927,443,What is the extent of U.S. (government and private) investment in sub-Saharan Africa?,"U.S., investment, Africa",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 's3': 3, 'none': 3, 's2': 2})",12,4,7,0.453600603,"Counter({'none': 0.6879402643121884, 's1': 0.31205973568781176, 's3': 0.2785764575624905, 's2': 0.22344421088187955})",0.356895261,"Counter({'s1': 0.5714285714285714, 's3': 0.42857142857142855, 'none': 0.42857142857142855, 's2': 0.2857142857142857})",0.3120597357,0.6879402643,2,1,0,0
57.4285714286,1,60,1680166,TV Screens and Eyes,624,427,Find documents that discuss the damage ultraviolet (UV) light from the sun can do to eyes.,"UV damage, eyes",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's2': 1})",8,3,7,0.5170878636,"Counter({'none': 0.733840002344037, 's1': 0.26615999765596304, 's2': 0.09302845937814253})",0.4006768363,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's2': 0.14285714285714285})",0.2661599977,0.7338400023,0,0,0,0
126.4285714286,1,423,1680593,Indian Casino Revenues Grow To Sizable Segment of Industry,9495,372,Identify documents that discuss the growth of Native American casino gambling.,Native American casino,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's8': 3, 's5': 3, 's2': 2, 's7': 2, 's6': 2, 's4': 2, 's9': 1, 's3': 1, 's1': 1})",21,10,7,0.4986101926,"Counter({'none': 0.721815772925835, 's8': 0.278184227074165, 's5': 0.278184227074165, 's2': 0.2435125294745042, 's7': 0.2435125294745042, 's6': 0.2435125294745042, 's4': 0.2435125294745042, 's9': 0.16199696215903894, 's3': 0.16199696215903894, 's1': 0.16199696215903894})",0.3745357796,"Counter({'none': 0.5714285714285714, 's8': 0.42857142857142855, 's5': 0.42857142857142855, 's2': 0.2857142857142857, 's7': 0.2857142857142857, 's6': 0.2857142857142857, 's4': 0.2857142857142857, 's9': 0.14285714285714285, 's3': 0.14285714285714285, 's1': 0.14285714285714285})",0.2781842271,0.7218157729,2,1,0,0
78.5714285714,1,124,1680686,National Briefing | Science and Health: Space Shuttle Gets New Fuel Tank,2711,439,What new inventions or scientific discoveries have been made?,"inventions, scientific discoveries",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3})",7,2,7,0.5710842574,"Counter({'none': 0.7726982330858437, 's1': 0.22730176691415635})",0.4285714286,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855})",0.2273017669,0.7726982331,0,0,0,0
309.2857142857,1,110,1681557,HARRAH'S-CAESARS MERGER FINAL,2202,372,Identify documents that discuss the growth of Native American casino gambling.,Native American casino,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2})",7,2,7,0.6549429317,"Counter({'none': 0.8255640556538458, 's1': 0.174435944346154})",0.5238095238,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857})",0.1744359443,0.8255640557,0,0,0,0
41,1,160,1682430,Should Home-Schoolers Join the Team?,4144,394,Identify documents that discuss the education of children at home (home schooling).,home schooling,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's3': 3, 's2': 3, 's1': 2})",12,4,7,0.5199254331,"Counter({'none': 0.7286462282696989, 's3': 0.2713537717303012, 's2': 0.2713537717303012, 's1': 0.15370137653926835})",0.4110949125,"Counter({'none': 0.5714285714285714, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.2857142857142857})",0.2713537717,0.7286462283,1,1,0,0
45.2857142857,1,428,1682688,Council Passes Bills to Aid Low-Income Residents,9572,646,Find documents that discuss an increase in the number of people receiving food stamp benefits.,food stamps increase,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's2': 1, 's7': 1, 's9': 1})",9,4,7,0.9041133997,"Counter({'none': 0.9581184038670305, 's2': 0.04188159613296938, 's7': 0.04188159613296938, 's9': 0.04188159613296938})",0.7142857143,"Counter({'none': 0.8571428571428571, 's2': 0.14285714285714285, 's7': 0.14285714285714285, 's9': 0.14285714285714285})",0.0418815961,0.9581184039,1,1,0,0
113,1,26,1683114,Corrections,83,379,Identify documents that discuss mainstreaming children with physical or mental impairments.,mainstreaming,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3})",7,2,7,0.5405907048,"Counter({'none': 0.7423106491472586, 's1': 0.25768935085274136})",0.4285714286,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855})",0.2576893509,0.7423106491,0,0,0,0
43.7142857143,1,90,1684140,World Briefing | Africa: Somalia: Pirates Seize Tsunami Aid Ship,1387,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 'none': 3})",7,2,7,0.498261392,"Counter({'none': 0.7269470256393162, 's1': 0.273052974360684})",0.4285714286,"Counter({'s1': 0.5714285714285714, 'none': 0.42857142857142855})",0.2730529744,0.7269470256,2,1,0,0
36,1,80,1685870,"Terror in London: Voices From There, and Here",1059,433,Is there contemporary interest in the Greek philosophy of stoicism?,"Greek, philosophy, stoicism",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 1, 's2': 1})",7,3,7,0.8265914273,"Counter({'none': 0.9251443054309049, 's3': 0.0377420864525062, 's2': 0.03711360811658905})",0.4761904762,"Counter({'none': 0.7142857142857143, 's3': 0.14285714285714285, 's2': 0.14285714285714285})",0.0377420865,0.9251443054,0,0,0,0
36.1428571429,1,129,1686809,Gauging Bisexuality,2908,626,Find reports of human stampedes that have resulted in 20 or more deaths.,human stampede,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 1, 's2': 1, 's1': 1})",8,4,7,0.8337238839,"Counter({'none': 0.9280153711049127, 's3': 0.0463252169302305, 's2': 0.0463252169302305, 's1': 0.02565941196485671})",0.4761904762,"Counter({'none': 0.7142857142857143, 's3': 0.14285714285714285, 's2': 0.14285714285714285, 's1': 0.14285714285714285})",0.0463252169,0.9280153711,0,0,0,0
58.4285714286,1,287,1686904,Big Weather,6939,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's2': 2, 's1': 2, 's3': 1})",10,4,7,0.7075330737,"Counter({'none': 0.8600158971351105, 's2': 0.13998410286488963, 's1': 0.13998410286488963, 's3': 0.0754125750503274})",0.5150712658,"Counter({'none': 0.7142857142857143, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's3': 0.14285714285714285})",0.1399841029,0.8600158971,0,0,0,0
50.2857142857,1,476,1687116,Death Toll Reaches 123 in Pakistan Train Crash,10469,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's2': 3, 's7': 3, 's13': 2, 's11': 2, 's9': 1, 's8': 1, 's1': 1, 's10': 1, 's6': 1, 's5': 1, 's4': 1, 's3': 1, 's12': 1})",23,14,7,0.5533377111,"Counter({'none': 0.7726529008779873, 's2': 0.22734709912201287, 's7': 0.22734709912201287, 's13': 0.1902334910054238, 's11': 0.18960501266950666, 's9': 0.1524914045529176, 's8': 0.1524914045529176, 's1': 0.1524914045529176, 's10': 0.1524914045529176, 's6': 0.1524914045529176, 's5': 0.1524914045529176, 's4': 0.1524914045529176, 's3': 0.1524914045529176, 's12': 0.1524914045529176})",0.3632112185,"Counter({'none': 0.5714285714285714, 's2': 0.42857142857142855, 's7': 0.42857142857142855, 's13': 0.2857142857142857, 's11': 0.2857142857142857, 's9': 0.14285714285714285, 's8': 0.14285714285714285, 's1': 0.14285714285714285, 's10': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285, 's3': 0.14285714285714285, 's12': 0.14285714285714285})",0.2273470991,0.7726529009,1,1,0,0
46.8571428571,1,43,1689450,Introduction,296,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's1': 1})",7,2,7,0.9062354385,"Counter({'none': 0.9590330885581917, 's1': 0.04096691144180838})",0.7142857143,"Counter({'none': 0.8571428571428571, 's1': 0.14285714285714285})",0.0409669114,0.9590330886,0,0,0,0
34.4285714286,1,229,1689454,Euthanasia For Babies?,5887,393,Identify documents that discuss mercy killings.,mercy killing,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 'none': 2, 's3': 1, 's2': 1})",9,4,7,0.346053579,"Counter({'none': 0.5043971863292237, 's1': 0.49560281367077635, 's3': 0.07415322945446647, 's2': 0.07415322945446647})",0.4433048132,"Counter({'s1': 0.7142857142857143, 'none': 0.2857142857142857, 's3': 0.14285714285714285, 's2': 0.14285714285714285})",0.4956028137,0.5043971863,0,0,1,1
76.1428571429,1,336,1690323,Film Studios Said to Agree on Digital Standards,7761,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's3': 1, 's1': 1, 's6': 1, 's5': 1, 's4': 1})",10,6,7,0.7447174524,"Counter({'none': 0.8838127350848739, 's3': 0.08151556731546528, 's1': 0.08151556731546528, 's6': 0.08151556731546528, 's5': 0.08151556731546528, 's4': 0.0346716975996608})",0.4761904762,"Counter({'none': 0.7142857142857143, 's3': 0.14285714285714285, 's1': 0.14285714285714285, 's6': 0.14285714285714285, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0815155673,0.8838127351,0,0,0,0
86.4285714286,1,181,1691553,DETECTION DEVICE AT NEWARK AIRPORT,4743,341,"A relevant document would discuss the effectiveness of efforts to better scrutinize passengers and luggage on all flights, but particularly international flights.",Airport Security,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 'none': 3, 's2': 1})",8,3,7,0.398828055,"Counter({'none': 0.5982663101077782, 's1': 0.40173368989222186, 's2': 0.09314390061203427})",0.3867295402,"Counter({'s1': 0.5714285714285714, 'none': 0.42857142857142855, 's2': 0.14285714285714285})",0.4017336899,0.5982663101,0,0,1,1
43.8571428571,1,128,1691922,Metro Briefing | New York: Manhattan: Bomb Scare At Bus Station,2875,426,Provide information on the use of dogs worldwide for law enforcement purposes.,"law enforcement, dogs",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2})",7,2,7,0.5784088735,"Counter({'none': 0.7710055740988687, 's1': 0.22899442590113145})",0.5238095238,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857})",0.2289944259,0.7710055741,1,1,0,0
88.8571428571,1,267,1692104,INSIDE,6601,354,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.",journalist risks,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 'none': 3, 's2': 3, 's1': 3, 's6': 2, 's5': 2, 's4': 2, 's7': 1})",20,8,7,0.3150712027,"Counter({'none': 0.5255740642033601, 's3': 0.47442593579663983, 's2': 0.2899321631814736, 's1': 0.2899321631814736, 's6': 0.22295677459471483, 's5': 0.22295677459471483, 's4': 0.22295677459471483, 's7': 0.10999794969515489})",0.3167211231,"Counter({'s3': 0.5714285714285714, 'none': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's6': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857, 's7': 0.14285714285714285})",0.4744259358,0.5255740642,0,0,1,1
50,1,206,1692325,MORE ON IRAQ,5361,354,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.",journalist risks,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s3': 4, 'none': 3, 's2': 1, 's1': 1, 's4': 1})",10,5,7,0.3641284763,"Counter({'s3': 0.5064927963038123, 'none': 0.4935072036961879, 's2': 0.06049128675052609, 's1': 0.06049128675052609, 's4': 0.06049128675052609})",0.3571428571,"Counter({'s3': 0.5714285714285714, 'none': 0.42857142857142855, 's2': 0.14285714285714285, 's1': 0.14285714285714285, 's4': 0.14285714285714285})",0.5064927963,0.4935072037,1,1,1,1
119.8571428571,1,399,1693353,Leading by Example,9012,354,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.",journalist risks,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s6': 5, 's3': 3, 's2': 3, 's1': 3, 's4': 3, 'none': 2, 's5': 2})",21,7,7,0.2957012952,"Counter({'s6': 0.6220272652824194, 's3': 0.3795852132558645, 's2': 0.3795852132558645, 's1': 0.3795852132558645, 's4': 0.3795852132558645, 'none': 0.3779727347175806, 's5': 0.08446888996032437})",0.3354919011,"Counter({'s6': 0.7142857142857143, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's4': 0.42857142857142855, 'none': 0.2857142857142857, 's5': 0.2857142857142857})",0.6220272653,0.3779727347,2,1,1,1
110,1,268,1694127,Contract Is Awarded for Demolition Of Former Deutsche Bank Building,6615,677,"What efforts have been made to stabilize the Leaning Tower of Pisa, and how successful have the efforts been?",Leaning Tower of Pisa,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's2': 3, 's1': 3, 's6': 3, 's4': 3, 's3': 1, 's5': 1})",18,7,7,0.4614582231,"Counter({'none': 0.672196012049132, 's2': 0.3278039879508682, 's1': 0.3278039879508682, 's6': 0.3278039879508682, 's4': 0.3278039879508682, 's3': 0.11958645116805204, 's5': 0.11958645116805204})",0.4110949125,"Counter({'none': 0.5714285714285714, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's6': 0.42857142857142855, 's4': 0.42857142857142855, 's3': 0.14285714285714285, 's5': 0.14285714285714285})",0.327803988,0.672196012,0,0,0,0
46,1,362,1695024,Oysters on the Brink,8293,347,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,Wildlife Extinction,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's2': 2, 's5': 1, 's4': 1})",9,4,7,0.8255734934,"Counter({'none': 0.9231523294777028, 's2': 0.07684767052229728, 's5': 0.04932274503504775, 's4': 0.027524925487249535})",0.5,"Counter({'none': 0.7142857142857143, 's2': 0.2857142857142857, 's5': 0.14285714285714285, 's4': 0.14285714285714285})",0.0768476705,0.9231523295,0,0,0,0
107.7142857143,1,174,1695806,Synergy and Food Stamps,4557,646,Find documents that discuss an increase in the number of people receiving food stamp benefits.,food stamps increase,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s2': 5, 's1': 4, 'none': 2, 's4': 2, 's3': 1})",14,5,7,0.3306224719,"Counter({'none': 0.537579845408198, 's2': 0.4624201545918021, 's1': 0.42463396431446515, 's4': 0.2521588667976664, 's3': 0.15775130262943077})",0.400228379,"Counter({'s2': 0.7142857142857143, 's1': 0.5714285714285714, 'none': 0.2857142857142857, 's4': 0.2857142857142857, 's3': 0.14285714285714285})",0.4624201546,0.5375798454,0,0,1,1
97,1,108,1695867,Humanity and the President,2117,362,Identify incidents of human smuggling.,human smuggling,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's2': 1})",7,2,7,0.9062354385,"Counter({'none': 0.9590330885581917, 's2': 0.04096691144180838})",0.7142857143,"Counter({'none': 0.8571428571428571, 's2': 0.14285714285714285})",0.0409669114,0.9590330886,0,0,0,0
105,1,410,1698256,"With Few Warning Signs, an Unpredictable Behemoth Grew",9217,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s9': 3, 's5': 3, 'none': 3, 's8': 2, 's2': 2, 's1': 2, 's10': 2, 's6': 2, 's3': 1, 's7': 1, 's4': 1})",22,11,7,0.3176828149,"Counter({'none': 0.5860269167830018, 's5': 0.3816450870386056, 's9': 0.2205222161156216, 's8': 0.188194219937229, 's2': 0.188194219937229, 's10': 0.188194219937229, 's1': 0.1672922111762564, 's6': 0.1672922111762564, 's3': 0.13496421499786382, 's7': 0.13496421499786382, 's4': 0.13496421499786382})",0.2512604567,"Counter({'s9': 0.42857142857142855, 's5': 0.42857142857142855, 'none': 0.42857142857142855, 's8': 0.2857142857142857, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's10': 0.2857142857142857, 's6': 0.2857142857142857, 's3': 0.14285714285714285, 's7': 0.14285714285714285, 's4': 0.14285714285714285})",0.381645087,0.5860269168,0,0,0,1
74.5714285714,1,492,1698368,"Insurers Estimate Damage at $9 Billion, Among Costliest U.S. Storms on Record",10803,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's8': 2, 's1': 2, 's4': 2, 's13': 1, 's10': 1})",12,6,7,0.4979650389,"Counter({'none': 0.7286462282696989, 's1': 0.22899442590113145, 's4': 0.22899442590113145, 's8': 0.15370137653926835, 's13': 0.1176523951910328, 's10': 0.1176523951910328})",0.3407000256,"Counter({'none': 0.5714285714285714, 's8': 0.2857142857142857, 's1': 0.2857142857142857, 's4': 0.2857142857142857, 's13': 0.14285714285714285, 's10': 0.14285714285714285})",0.2289944259,0.7286462283,2,1,0,0
78,1,374,1701879,A Healthier Amazon Jungle,8518,400,What measures are being taken by local South American authorities to preserve the Amazon tropical rain forest?,Amazon rain forest,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s6': 4, 's3': 3, 's2': 3, 's1': 3, 's7': 3, 'none': 2, 's5': 2, 's4': 2})",22,8,7,0.3017164673,"Counter({'s6': 0.6716710203113818, 's1': 0.466816837565778, 's3': 0.44501901801797983, 's2': 0.44501901801797983, 's7': 0.44501901801797983, 's5': 0.4174940925307303, 's4': 0.4174940925307303, 'none': 0.3008040542013687})",0.2781613351,"Counter({'s6': 0.5714285714285714, 's3': 0.42857142857142855, 's2': 0.42857142857142855, 's1': 0.42857142857142855, 's7': 0.42857142857142855, 'none': 0.2857142857142857, 's5': 0.2857142857142857, 's4': 0.2857142857142857})",0.6716710203,0.3008040542,1,1,1,1
50.5714285714,1,46,1702011,Corrections,347,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's1': 2})",7,2,7,0.6878812984,"Counter({'none': 0.8478453669704051, 's1': 0.15215463302959475})",0.5238095238,"Counter({'none': 0.7142857142857143, 's1': 0.2857142857142857})",0.152154633,0.847845367,0,0,0,0
224.1428571429,1,47,1702236,Corrections,367,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 5, 'none': 2})",7,2,7,0.4126169705,"Counter({'s1': 0.5791581574439271, 'none': 0.42084184255607293})",0.5238095238,"Counter({'s1': 0.7142857142857143, 'none': 0.2857142857142857})",0.5791581574,0.4208418426,0,0,1,1
39.5714285714,1,57,1702546,World Briefing | Africa: Somalia: Relief Ship Released,551,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3})",7,2,7,0.5525492461,"Counter({'none': 0.7555114020426771, 's1': 0.2444885979573228})",0.4285714286,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855})",0.244488598,0.755511402,2,1,0,0
32,1,389,1704054,U.S. Discloses Moves to Stop Piracy of Intellectual Property,8785,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 3, 's8': 3, 's2': 2, 's9': 2, 's6': 2, 's3': 1, 's1': 1, 's7': 1, 's5': 1})",16,9,7,0.2971861914,"Counter({'none': 0.5763449918610218, 's8': 0.2897431621013861, 's2': 0.18866704800942666, 's6': 0.18866704800942666, 's9': 0.11174067885958414, 's3': 0.05698547688774936, 's5': 0.05698547688774936, 's1': 0.05475520197183477, 's7': 0.05475520197183477})",0.2330403262,"Counter({'none': 0.42857142857142855, 's8': 0.42857142857142855, 's2': 0.2857142857142857, 's9': 0.2857142857142857, 's6': 0.2857142857142857, 's3': 0.14285714285714285, 's1': 0.14285714285714285, 's7': 0.14285714285714285, 's5': 0.14285714285714285})",0.2897431621,0.5763449919,0,0,0,0
26.2857142857,1,74,1704600,World Briefing | Africa: Somalia: Hijackers Back Down On Deal,890,367,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?",piracy,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's1': 3, 's2': 1})",8,3,7,0.5349851786,"Counter({'none': 0.7585791609829784, 's1': 0.24142083901702163, 's2': 0.09086694686399774})",0.4006768363,"Counter({'none': 0.5714285714285714, 's1': 0.42857142857142855, 's2': 0.14285714285714285})",0.241420839,0.758579161,2,1,0,0
90.5714285714,1,392,1705024,News Summary,8864,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 4, 's5': 2, 's2': 1, 's4': 1})",8,4,7,0.5052451737,"Counter({'none': 0.7290097367659988, 's5': 0.22910866710103178, 's2': 0.04188159613296938, 's4': 0.04188159613296938})",0.3333333333,"Counter({'none': 0.5714285714285714, 's5': 0.2857142857142857, 's2': 0.14285714285714285, 's4': 0.14285714285714285})",0.2291086671,0.7290097368,1,1,0,0
59.5714285714,1,247,1705690,"Paid Notice: Deaths   VLAMIS, STEVE ''STAMATIS''",6234,433,Is there contemporary interest in the Greek philosophy of stoicism?,"Greek, philosophy, stoicism",../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s1': 4, 'none': 3})",7,2,7,0.4368005499,"Counter({'none': 0.6407215180771315, 's1': 0.3592784819228683})",0.4285714286,"Counter({'s1': 0.5714285714285714, 'none': 0.42857142857142855})",0.3592784819,0.6407215181,0,0,0,1
55.8571428571,1,422,1705789,Chevron Oil Platform Is Adrift In the Gulf,9466,408,What tropical storms (hurricanes and typhoons) have caused significant property damage and loss of life?,tropical storms,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'s4': 5, 's9': 4, 's10': 4, 's1': 4, 's8': 3, 's3': 3, 's11': 3, 's7': 3, 's5': 3, 's2': 2, 'none': 2, 's6': 2})",38,12,7,0.2924472959,"Counter({'s4': 0.5463719240363522, 's9': 0.4784527969570745, 's10': 0.4784527969570745, 's1': 0.4784527969570745, 'none': 0.4536280759636478, 's5': 0.3665604807681822, 's11': 0.2940175466094351, 's8': 0.2913593548435907, 's3': 0.2913593548435907, 's7': 0.2913593548435907, 's2': 0.2260984195301574, 's6': 0.2260984195301574})",0.3393263025,"Counter({'s4': 0.7142857142857143, 's9': 0.5714285714285714, 's10': 0.5714285714285714, 's1': 0.5714285714285714, 's8': 0.42857142857142855, 's3': 0.42857142857142855, 's11': 0.42857142857142855, 's7': 0.42857142857142855, 's5': 0.42857142857142855, 's2': 0.2857142857142857, 'none': 0.2857142857142857, 's6': 0.2857142857142857})",0.546371924,0.453628076,2,1,1,1
46.7142857143,1,86,1706129,World Briefing | Europe: The Netherlands: Railway Apology For Deporting Jews,1248,436,What are the causes of railway accidents throughout the world?,railway accidents,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 6, 's1': 1})",7,2,7,0.9108397159,"Counter({'none': 0.9622579135474939, 's1': 0.0377420864525062})",0.7142857143,"Counter({'none': 0.8571428571428571, 's1': 0.14285714285714285})",0.0377420865,0.9622579135,0,0,0,0
40.1428571429,1,204,1706478,THE CULT OF PUSHKIN,5297,325,Describe a cult by name and identify the cult members' activities in their everyday life.,Cult Lifestyles,../crowdsourcing_data/Main_Bin1/bin1_combinedfile_nist_only_anonymized,"Counter({'none': 5, 's2': 2, 's1': 2, 's3': 1})",10,4,7,0.6810428927,"Counter({'none': 0.8449014393965856, 's2': 0.15509856060341434, 's1': 0.15509856060341434, 's3': 0.09736753677869599})",0.5150712658,"Counter({'none': 0.7142857142857143, 's2': 0.2857142857142857, 's1': 0.2857142857142857, 's3': 0.14285714285714285})",0.1550985606,0.8449014394,1,1,0,0
